Gene	DMSO_rep1	DMSO_rep2	E2_rep1	E2_rep2
PMCH	0	0	0	0
TMEM89	0	0	0	0
C19orf71	9	6	0	1
CCDC159	61	58	48	57
	2	1	0	2
RIPK4	92	91	41	72
LRIT3	0	0	1	0
NPIPA1	46	60	45	81
SF3A3	446	397	498	612
ZBTB8OSP1	0	0	0	0
TFDP3	0	0	0	0
TRIM61	0	0	0	1
OR7E38P	8	20	13	24
GRIN2A	0	0	0	0
AC138932.1	4	9	10	22
	0	0	0	0
URAD	0	0	0	0
AC009365.1	0	0	0	0
	0	0	0	0
GTF2H2C	80	79	63	78
ASB7	275	256	180	221
SH2D7	0	0	0	0
TREX2	2	1	3	4
GPR132	0	0	1	0
MX2	6	8	3	5
EP400	439	489	621	774
MEX3B	64	65	50	72
	0	0	0	0
PI4KAP2	18	26	17	16
FAM46C	143	148	177	183
COA5	249	233	208	240
TDGF1P2	0	0	0	0
UTP11	172	192	256	297
PSMG1	114	102	229	286
PRR14L	1250	1317	1261	1574
	0	0	0	0
COL18A1-AS1	0	0	0	0
KLRC4	0	0	0	0
ACSM5	0	0	0	0
	19	9	12	19
C10orf120	0	0	0	0
IZUMO1R	0	0	0	0
AC131971.1	0	0	0	0
BPIFA4P	0	0	0	0
SERHL2	1	3	4	4
PCBP3	40	37	37	50
PGPEP1L	0	0	0	1
SETD3	511	564	608	702
TNFAIP8L3	10	7	8	12
ZNRF3	86	96	152	182
FBXL7	0	0	0	0
HMGN3P1	0	0	0	0
TANGO2	146	131	139	190
HIST2H3D	53	68	59	53
SMG1P5	7	10	15	12
SFXN4	62	64	82	101
GKN2	0	0	0	0
FAM167B	1	2	4	1
MRPL54	68	54	32	51
ZNF438	63	62	46	55
HMCES	162	157	181	208
CCR3	0	0	0	0
DGCR6	32	31	35	33
GOLGA8G	0	0	0	0
PRR32	0	0	0	0
TP53TG3	0	0	0	0
RP1L1	0	0	1	1
KRTAP8-1	0	0	0	0
C15orf32	0	0	0	0
C11orf88	1	1	0	2
ZNF530	39	43	85	107
NDUFB1	360	350	280	363
	0	0	0	0
11-Mar	0	0	0	0
KLHL25	49	61	39	80
	0	0	0	1
FAM19A1	0	0	0	0
AC007992.1	0	0	0	0
TRMT12	275	253	299	385
GUSBP1	147	147	129	157
PSG9	0	1	1	2
GPR1	0	0	1	0
LINC00518	0	0	0	0
	0	0	0	0
	0	0	0	0
BMP8A	2	2	3	4
ALYREF	404	392	474	583
RFLNB	10	13	23	16
EFHC2	0	0	1	0
NOG	2	0	2	0
MRGPRX2	0	0	0	0
UPP1	3	2	2	6
SLC9B1P1	0	0	0	0
OR4N4	0	0	0	0
IFNL2	0	0	0	0
OPCML	0	0	0	0
TRIM52	77	106	58	75
LHFPL6	0	0	0	0
CMTM4	790	774	730	898
TMEM50A	274	296	270	333
NPBWR1	0	0	0	0
FIGLA	0	0	0	0
ASCL2	120	122	260	304
TBK1	412	434	504	540
CBX6	4330	4241	2764	3497
MACC1	14	11	12	9
ACSM2A	0	0	0	0
	0	0	0	0
TBL3	158	145	199	242
BPY2	0	0	0	0
ACP7	1	1	0	2
KREMEN1	178	182	128	134
TRAIP	36	25	30	46
CHEK2	108	120	217	273
FOXL2	0	0	0	0
AIFM3	19	36	28	38
KCTD16	2	0	0	0
B3GALT5	77	77	61	64
ZNF703	85	102	355	419
SLC35F3	0	0	0	0
KCTD8	0	0	0	0
C9orf66	17	21	15	13
TUBA8	0	0	0	0
ELOA3	0	0	0	0
NPIPA5	0	1	0	1
BPY2B	0	0	0	0
EMILIN3	0	0	0	0
OLFML1	0	0	0	0
FAM162B	0	0	0	0
RBM12B	438	435	422	565
CCR4	2	1	2	2
LIN9	90	96	123	129
NCF4-AS1	0	0	0	0
BTBD9	144	151	123	153
NUDT14	210	218	154	212
ANKRD45	1	0	1	0
MAATS1	0	0	0	0
PNMA3	0	0	0	0
GPR39	64	67	47	57
FAM3B	6	5	1	5
ZNF730	17	14	17	33
KIRREL1	0	0	1	0
IQGAP3	406	347	320	397
CNGA2	0	0	0	0
TOB2	583	547	520	573
SCN5A	2	1	5	4
ARSI	0	0	0	0
UTY	0	0	0	0
SRARP	3	4	0	3
AC138969.1	0	0	0	0
TTC32	74	62	42	67
	0	0	0	0
LRRC55	0	0	0	0
OR4G2P	0	0	0	0
RPL21P132	0	0	0	0
DNAH2	4	4	5	4
SH2D1A	0	0	0	0
SDR42E2	1	0	1	0
DUSP5P1	2	1	1	1
HTR7P1	32	32	15	20
TRBV21OR9-2	0	0	0	0
	1	2	0	1
PRKX	171	178	225	244
KMT5A	376	355	381	478
KCNH8	0	1	0	0
SMTN	254	224	197	270
NPW	1	0	1	1
PP2D1	0	0	0	0
COA3	84	85	73	127
NPB	2	0	2	5
MAGEA13P	0	0	0	0
ST6GALNAC3	0	0	0	0
PTP4A2	1042	1054	1797	2218
ACTG1	4735	4469	5664	7328
TMPRSS2	184	173	130	161
DENND5A	190	177	229	317
OR2T10	0	0	0	0
DSCR4	0	0	0	0
KRTAP20-2	0	0	0	0
CTAG1B	0	0	0	0
	0	0	0	0
DIABLO	65	67	61	75
OR7E87P	0	0	0	0
VPS33B	99	95	104	133
TBX1	0	0	2	0
ADAP2	9	3	10	5
AL021453.1	12	11	2	2
UQCR10	502	497	480	661
FAM120C	178	190	209	270
AC091868.1	0	0	0	0
BRD7P2	0	0	0	0
TREML3P	0	0	0	0
TRIML1	0	0	0	0
EIF3C	46	53	60	70
RPL11P4	0	0	0	0
CLDN5	0	0	0	0
AC112229.1	0	0	0	0
NIPSNAP1	737	665	615	816
RPL7AP28	0	0	0	0
OR4F6	0	0	0	0
CNTN2	1	1	0	0
SPRR4	0	0	0	0
LRTOMT	115	121	103	131
OR10J5	0	0	0	0
KCNQ3	0	0	0	0
ADRA2C	121	158	183	217
NR2C2AP	78	82	154	181
C1QTNF12	1	5	1	3
CRELD2	87	76	113	134
OR1D2	0	0	0	0
SCFD2	61	45	67	61
UBE2F	19	10	35	33
KCNJ12	0	1	1	0
AC026410.1	0	0	0	0
GPR173	2	0	2	0
PPP1R2	733	738	689	769
TSPYL2	504	480	266	362
GOLGA6L4	1	1	2	3
PGP	143	127	241	280
C22orf46	88	94	59	87
SNRNP35	157	150	109	144
DGAT2L6	0	0	0	0
IRAK1	396	385	545	677
CMSS1	44	33	72	84
OLIG1	0	0	0	0
C11orf72	8	4	7	11
PCDH9	346	348	388	470
ACOT1	3	11	5	10
OAF	10	10	13	8
	0	0	0	0
ALDH1A3	9	5	13	10
CDR1	0	0	0	0
HIST2H2AC	1008	1085	814	1022
KCNK12	1	2	1	1
HIST2H2AB	469	465	422	588
POU6F1	2	1	4	5
LINC00315	0	0	0	0
DEFB108B	0	0	0	0
TM2D3	157	145	171	233
TSSC4	59	59	96	120
TACSTD2	1224	1190	867	1040
CLECL1	0	0	0	0
SIX6	0	0	0	0
DRD5P1	0	0	0	0
PRKD1	4	12	4	6
CCSER1	1	2	0	0
ZDHHC23	160	171	184	220
MROH7	4	2	1	0
RPL23AP82	7	19	18	27
OR51J1	0	0	0	0
	0	0	0	0
S100A7A	0	0	0	0
SRPK3	1	0	3	0
GDF3	0	0	0	0
IQCF2	0	0	0	0
SLIT3	0	0	0	0
	60	64	51	65
EFNA5	305	265	229	250
MRGPRE	0	0	0	0
KRTAP19-1	0	0	0	0
HIST1H1B	1448	1430	1100	1420
SPATA32	0	0	1	2
PKP3	241	252	417	419
MAP7D2	0	0	1	0
CSF1	4	13	8	9
COLEC10	0	2	1	1
ACTRT3	4	4	6	8
PLA2G6	123	115	80	87
MAML2	67	63	31	45
UMODL1-AS1	0	0	0	0
PABPC1L2B	0	0	0	0
A3GALT2	0	0	0	0
OR4N5	0	0	0	0
SS18L1	282	282	398	469
KCND2	0	0	0	0
IRS3P	1	4	0	0
RPL23AP38	0	0	0	0
TOP1MT	120	117	142	204
COPB2	1493	1502	1231	1516
LRRC19	0	0	0	0
THAP7	113	111	140	222
AP001062.1	13	16	13	14
KNTC1	685	693	700	814
CCR10	0	0	0	0
NCMAP	61	42	131	117
BPIFC	0	0	0	0
WDR27	31	40	57	64
TXNRD2	122	96	100	122
C1QTNF8	0	0	0	0
OR56A3	0	0	0	0
FOXO4	57	58	22	43
POU3F2	0	0	0	1
PTP4A3	41	24	35	46
	0	0	0	0
FOXD4L1	0	0	0	0
TMEM255B	2	0	2	1
PROS1	10	12	2	10
GAST	0	0	0	0
NUTM1	0	0	0	0
HDDC3	93	84	66	89
BEX5	0	2	4	5
ZFP1	222	219	240	308
PTGER4P2	0	1	0	1
CEND1	0	0	0	0
C6orf58	0	0	1	1
DHRS7C	0	0	0	0
DUSP8	21	24	28	46
	0	0	0	1
SOCS3	33	41	37	65
SPEM2	0	0	0	0
SLITRK6	263	234	132	160
AC132216.1	0	0	0	0
PIWIL3	0	0	0	0
LPAR5	19	20	6	8
XPOT	738	722	1232	1439
TMEM173	0	0	1	0
	0	0	0	0
PDE4B	0	1	0	0
	0	0	0	0
FAM19A3	0	0	0	0
C14orf180	0	0	0	0
SNN	121	137	144	172
FAM167A-AS1	0	0	0	0
KCNH7	4	2	3	4
RPL7P26	0	0	0	0
NELL2	4	3	0	0
SPDYE12P	0	0	0	0
ZNF840P	0	0	0	0
KRBA2	5	8	6	1
ZNF72P	0	0	1	0
MED12	293	270	191	231
ZNF93	78	76	103	128
9-Sep	864	751	1101	1492
PRSS55	0	0	0	1
ODF4	0	0	0	0
FOXD4L4	0	0	0	0
CDCA2	290	262	213	267
OR7E14P	23	24	28	32
RALYL	0	0	0	0
	139	116	86	116
AMER1	59	61	171	207
ZBTB40	380	334	511	609
HIST2H2BE	1017	951	780	997
	0	0	0	0
CLDN6	1	1	0	1
OR51M1	0	0	0	0
5-Sep	6	8	6	14
EIF4ENIF1	238	285	320	347
LRRC26	3	11	13	6
SERINC4	0	2	0	0
RNLS	52	52	38	35
KRTAP6-1	0	0	0	0
APOBR	9	14	6	11
FAM110C	236	304	93	114
DDX53	0	0	0	0
OR5AQ1P	0	0	0	0
ATL3	1169	1163	1117	1421
	0	0	0	0
NDUFA12	269	228	266	291
PRSS40B	0	0	0	0
MGAT4EP	4	2	1	0
	13	6	1	4
SMIM10	0	0	0	0
TCTE3	3	0	0	3
UBE2G2	307	310	498	646
SATL1	0	0	0	0
OR4C10P	0	0	0	0
OSBP2	93	104	58	107
UNC93B5	0	0	1	0
B3GALT5-AS1	5	1	6	4
TUSC5	0	0	0	0
PRR23B	0	0	0	0
	451	398	343	496
ZBTB7C	3	1	12	12
APOO	53	49	50	65
PRR16	0	0	0	1
TMED9	291	277	342	405
CYCSP45	0	0	0	0
DRD1	41	41	19	7
LINC00308	0	0	0	0
TMEM186	33	44	64	64
SDR42E1	3	0	0	0
RBM33	367	417	315	441
ARMCX2	0	0	1	0
	0	0	0	0
	0	0	0	0
	40	52	99	131
BTBD6	371	361	287	388
SRY	0	0	0	0
H1FX	296	365	292	342
RBM43	229	198	155	170
SUMO3	1520	1551	1327	1696
IMMP2L	13	9	6	9
TCEAL2	0	0	1	0
AMYH02020865.1	0	0	0	0
CLCNKB	0	0	0	0
	0	0	0	0
DMRTC1B	0	0	0	0
JAG2	129	142	124	153
FMNL1	23	21	11	16
NUTM2A	0	0	1	0
PTRHD1	117	122	103	117
LCN12	7	9	6	6
OR6A2	0	0	0	0
WT1	0	0	0	0
ZFP90	346	346	296	359
AQP12A	0	0	0	0
FAM227A	17	16	21	23
OR6C70	0	0	0	0
MUC6	0	0	0	0
RPL7AP49	0	0	0	0
NOC4L	68	50	93	86
USP18	40	29	37	42
NDUFA6	280	289	321	370
CHRM5	0	0	0	0
SORCS2	0	0	0	0
TMEM121	32	36	40	47
TMEM106A	22	13	10	16
SIVA1	375	354	349	511
TTTY13	0	0	0	0
BRI3BP	669	698	1059	1278
IFNE	0	0	0	0
SLC22A10	0	0	0	0
DGAT1	65	62	71	97
RFX6	0	0	0	0
ROBO2	0	0	2	2
AP3M1	466	484	347	430
F8	37	36	33	36
NT5C1B	0	0	0	0
CA13	1	1	1	2
UBOX5	48	35	48	52
	0	0	0	0
MAFF	6	9	27	35
BRF1	522	531	499	692
LRRC14B	0	0	0	0
SLC2A3P2	0	0	0	0
SEMA4B	263	253	157	169
ZNF733P	0	0	0	0
MROH2A	0	0	0	0
SPDYE16	0	0	1	1
	0	0	0	0
CIB1	259	264	223	257
	23	19	12	25
ANKS1B	33	27	26	27
NELFA	154	145	174	216
SLC24A3	282	249	277	362
SGCZ	0	0	0	0
EFCAB10	3	4	1	3
C5orf47	0	0	0	0
AC000068.1	18	22	14	13
KRT76	0	0	0	0
FLRT2	0	0	0	0
OR7E31P	0	0	0	0
AC093698.1	0	0	0	0
INTS5	124	89	142	198
	0	0	0	0
RPS27L	262	269	198	278
MANEAL	54	46	254	326
	0	0	0	0
ADSSL1	52	58	53	82
ANO9	32	21	21	27
FAF1	475	444	420	540
MYADML2	0	0	0	0
FAM43A	37	27	23	21
NSMCE3	83	85	85	81
HSF1	272	301	347	491
C6orf120	248	260	292	305
	0	1	1	0
PURA	119	139	109	145
HIST1H2BL	385	383	313	451
INPP5J	68	55	27	35
NPY2R	0	0	0	0
MIXL1	0	0	0	0
MFSD6L	0	0	0	0
LRRC37B	30	18	17	33
	0	0	0	0
DDX51	114	112	169	214
NOMO2	38	32	44	46
LINC00482	12	3	2	8
AQP12B	0	0	0	0
ZNF479	0	0	0	0
GOLGA8DP	0	0	0	0
LINC00313	0	0	0	0
SIGIRR	124	113	110	141
NRBP2	100	99	98	116
PRSS57	0	0	0	0
IFITM2	157	139	148	171
WASIR1	0	0	0	0
TNFAIP2	2	6	7	4
ZNF445	234	223	161	197
PGBD2	80	75	73	93
GAPDHP24	0	0	0	0
TCEAL9	0	0	3	0
MC2R	0	0	0	0
RAB11B	147	173	97	159
PRMT3	82	90	131	164
GP1BA	0	0	0	0
PRPF39	262	295	335	403
MAGEA11	0	0	0	0
PPIL6	12	10	6	10
ZNF74	54	57	65	91
	0	0	0	0
KIAA0825	6	18	9	13
UBALD2	67	54	45	65
TEX33	0	0	0	0
CDNF	2	10	2	8
NOTUM	4	6	7	2
KLHL33	0	0	0	0
RBM11	2	0	0	0
GALNT17	0	0	0	0
CD24P4	974	993	631	781
ZBTB37	779	874	580	704
NUPR2	0	0	0	0
IL3RA	0	0	0	2
SPPL2C	0	0	0	0
AC026785.1	0	0	0	0
CCDC137	97	87	162	219
SFTPA2	0	0	0	0
RGPD2	4	2	1	2
ARL15	33	57	30	35
C12orf56	0	0	0	0
SCN10A	0	0	0	0
SSXP4	0	0	0	0
CDK10	311	283	277	380
TMEM105	13	10	8	10
SOCS1	5	8	10	7
TCN2	1	0	0	2
GAS2L1	98	103	70	91
ATP6V0A2	253	238	255	325
PRKN	0	0	0	1
TEDC1	140	155	149	212
HS6ST3	43	44	41	58
HGS	368	345	450	580
TNFAIP8L1	42	35	25	38
OR2V1	0	0	0	0
RAD51D	34	35	36	52
OR7A17	0	0	0	0
MAPK11	61	73	77	93
FGF7P2	0	0	0	0
SP140L	50	67	55	61
MRPL30	0	1	2	1
TARSL2	68	85	93	79
SMYD3	54	54	42	65
METTL7A	189	211	118	154
LINC00158	0	0	0	0
IFNLR1	7	9	5	5
SH3BGR	21	25	13	19
FAM174B	389	418	369	448
FAM47A	0	0	0	0
ZSWIM9	5	6	7	10
KPNA7	0	1	0	2
TMEM179B	140	149	136	168
GPRIN3	0	1	0	1
KRT6B	0	0	0	0
PARPBP	154	119	121	167
STAC3	3	5	2	7
ROR1	0	0	3	1
SDHAP1	65	46	47	70
AC138393.1	0	1	0	0
MUC1	157	174	121	142
FAAP100	92	87	153	227
IRF7	25	28	16	18
L3MBTL1	25	13	17	26
BRCC3	191	204	305	358
SV2B	1	3	0	1
FAM131C	2	0	2	2
LMNTD2	38	35	30	38
SPATA45	1	0	0	1
PDE6G	0	0	0	0
PRKG1	20	18	6	12
NR2F2	777	839	887	1033
	0	0	0	0
DLK1	0	1	2	0
TLCD2	2	0	0	2
LSAMP	0	1	1	1
AHNAK2	94	101	140	162
OLFML2A	16	19	8	8
SP1	1212	1267	990	1198
SPATA8	0	0	0	0
WASH3P	37	48	38	49
ACTBP7	0	0	0	1
MRPL40	114	110	107	130
DBX2	0	0	0	0
FAM212A	0	0	1	1
PDIA2	1	0	7	11
PCGF3	541	493	448	557
LMLN	36	35	43	34
P4HB	2900	2754	2674	3360
PSMD13	245	224	213	285
PBX1	968	954	817	929
AC017079.1	0	0	0	0
NDUFA4L2	0	0	0	0
SHC4	6	1	3	2
FTH1P14	0	0	0	0
KRT79	0	0	0	0
AC034236.1	0	0	0	0
ZFP36L1	529	485	750	961
UBE2L3	631	652	559	728
NTF3	0	0	0	0
BRWD1	2560	2761	2292	2670
SMIM23	0	0	0	0
PMEL	7	11	7	4
SYN3	3	0	0	2
POU3F1	1	0	0	0
SNAI3	8	5	5	4
ZBTB3	59	71	48	69
LYG2	0	0	0	0
MORN5	0	0	0	0
EP400P1	47	49	44	53
PRAME	31	18	18	18
C6orf201	0	0	0	0
MYBL1	42	35	261	317
TTTY8B	0	0	0	0
OR5M5P	0	0	0	0
SMG1P4	2	6	4	4
MOSMO	119	128	142	193
DRG1	201	174	216	263
ANKFY1	323	312	327	428
YTHDF3	497	516	510	552
ZNF696	26	41	55	73
ADARB2	2	0	1	0
NRG3	85	92	89	106
SRL	1	5	2	5
C11orf87	0	0	0	0
IFIT1	4	5	2	2
	0	0	0	0
CXorf38	78	94	177	198
CLDN24	0	0	0	0
KCNQ5	0	0	0	0
ADAMTSL5	18	16	102	134
KCNIP4	0	0	0	0
SPATA31A6	0	0	0	0
MORF4L1	960	1025	923	1069
NLRP9	0	0	0	0
WDR53	137	117	127	149
DMWD	110	101	109	139
SLC52A2	153	138	229	321
PIGP	128	143	78	93
IKZF1	0	0	0	0
PCYT2	352	321	324	467
NAT8L	4	8	23	34
OR6C76	0	0	0	0
NPAP1	2	3	2	0
BCAP31	509	478	455	669
ARL17A	40	31	52	45
RPL12P4	0	2	0	0
HDHD5-AS1	1	4	6	5
GNB1L	11	7	15	24
AL035411.1	0	0	0	0
DNAH14	48	40	55	74
LINC01405	0	0	0	0
CCDC190	0	0	0	0
EVI2B	0	0	0	0
TMEM210	0	0	0	0
NPIPB4	50	59	49	94
ZNF829	42	59	61	79
TMPRSS11B	0	0	0	0
THNSL1	114	105	205	256
TRIM69	72	63	39	37
ATP6V0C	10	15	6	17
IFITM1	3	2	1	9
PRSS38	0	0	0	0
BPY2C	0	0	0	0
LAMP1	1150	1072	1000	1242
FFAR3	0	0	0	0
TAS2R60	0	0	0	0
POMK	45	43	27	44
OR11N1P	0	0	0	0
LINC00839	1	1	0	3
C16orf54	0	1	0	0
KLHDC8B	21	25	8	15
KLHL34	0	0	0	0
SETD4	88	75	86	115
PTCH1	70	68	69	85
RTN4RL1	149	148	103	140
OR4C46	0	0	0	0
	23	27	21	40
CALHM1	0	1	0	0
KRTAP5-5	0	0	0	0
NKAIN3	0	0	0	0
	0	0	0	0
RNPC3	51	45	35	33
ZNF267	292	299	598	642
IRS2	62	62	193	203
C7orf61	1	0	0	3
FAM186A	2	0	0	0
SHOX	3	3	3	2
LCE3A	0	0	0	0
BICD2	296	305	377	479
LCE3E	0	0	0	0
CCIN	0	0	0	0
TMLHE	153	135	117	148
GRK1	2	0	0	0
	0	0	0	0
DEFB128	0	0	0	0
SLITRK2	0	0	0	0
SDHAP3	40	43	17	24
PLK5	3	3	1	0
RASA3	65	51	64	76
	0	0	0	0
LRCH3	232	215	177	199
LEMD1	0	0	0	0
RPS4XP21	0	0	0	0
ATP4B	0	0	0	0
NDUFA13	169	156	162	215
ZNF566	117	88	233	250
AC021092.1	5	5	14	8
ZNF529	52	47	141	154
ZNF284	11	25	23	31
HTR3E	0	0	0	0
DLEU7	0	0	0	0
KRT73	0	0	0	0
TAL2	0	0	0	1
MATN1-AS1	15	10	21	20
AIDA	87	107	117	156
C15orf41	49	49	26	47
CD300LF	2	1	0	1
ZPBP2	0	0	0	0
AC012085.1	0	0	0	0
KRT5	0	0	0	0
KRT18P14	0	0	1	0
NBPF6	0	1	1	7
GSAP	183	194	144	164
HTR3D	0	0	0	0
OR4F5	0	0	0	0
AGBL4	0	0	1	2
ARGFX	0	0	0	0
CYP2R1	47	58	51	53
LRRC70	0	1	0	1
ANKRD46	178	168	226	281
PIP5K1C	120	145	165	220
OR5D14	0	0	0	0
CYP4F2	0	0	0	0
	0	0	0	0
TEX38	2	0	1	0
OR5D18	0	0	0	0
OR9M1P	0	0	0	0
ZBTB6	256	258	252	325
C2orf76	54	37	45	51
TAS2R42	0	0	0	0
POLR3C	180	173	240	296
PRR30	0	0	0	0
DEFB131A	0	0	0	0
AC013268.1	0	0	0	0
UBL4B	1	0	0	0
LILRP1	0	0	0	0
WWOX	386	334	268	370
CYP4Z1	0	0	0	0
CIDECP	55	73	47	77
AC245088.1	0	0	0	0
CCDC84	69	81	58	80
BCL9L	765	776	475	583
POLR1D	275	312	257	383
KIF18B	119	111	145	181
ZNRF1	214	232	315	347
FFAR4	0	0	0	0
BPIFB3	0	0	0	0
BPIFB4	0	0	0	0
SAPCD2	575	579	699	766
EDARADD	0	0	1	0
SLC51B	0	0	0	0
CYP4F12	0	0	0	1
1-Mar	76	80	88	103
LCE5A	0	0	0	0
SOWAHB	52	38	27	21
BLOC1S4	101	98	99	129
	0	0	0	0
LCE1E	0	0	0	0
ZNF749	59	58	105	114
KLHL32	0	0	0	0
	0	0	0	0
FAM86MP	0	0	0	0
AC016757.1	0	0	0	0
AC091180.1	0	0	0	0
MKL2	791	760	581	717
BTLA	0	0	0	0
OR10D4P	0	0	0	0
ZNF17	82	99	124	141
	40	45	73	86
KDM4D	6	13	4	10
GPAT2	0	0	0	0
TOR3A	158	152	307	383
PABPC1L2A	0	0	0	0
GABRA5	0	0	0	0
PPP1CC	780	706	733	927
ZNF555	67	60	74	88
MST1P2	9	3	7	6
OR10T2	0	0	0	0
NAP1L3	0	1	1	0
CA5BP1	27	27	40	40
PRELID2	17	12	11	14
BACE1	286	324	584	657
	0	0	0	0
RGS9BP	22	44	26	28
AL451165.1	0	0	0	0
TMEM212	49	66	36	42
SLC36A3	0	0	0	1
SLC36A2	0	2	1	2
THBS2	0	0	0	0
RXRA	1127	1070	605	759
ANKRD37	4	6	5	12
C9orf47	22	28	15	19
NUDT17	29	38	23	22
KIAA1024L	0	1	0	1
LINC00643	0	0	0	0
ZNF75D	162	171	109	122
CYP4X1	0	0	0	0
KRT26	0	0	0	0
KRT10	87	86	82	94
GOLGA8R	0	0	1	0
	0	0	0	0
CD300E	0	0	0	0
CCDC30	13	15	5	9
NKRF	124	123	209	246
GLDN	25	17	32	23
FCAR	0	1	3	2
KPNA4	741	701	764	870
TRDN	6	4	2	4
OR6P1	0	0	0	0
KRT3	0	0	0	1
ZNF501	0	0	0	0
ZNF197	137	138	112	140
SPATA12	0	0	0	0
TMPRSS12	0	1	0	0
FAM228A	0	0	0	0
DEFB132	0	0	0	0
NAP1L2	4	5	1	3
AQP7P1	0	0	0	0
RPS23	815	890	841	1015
GNG2	0	0	0	0
BTN3A2	8	9	8	9
AKAP14	0	0	0	0
PCLO	92	87	90	101
KLK12	0	0	0	0
RGS7BP	0	0	0	0
INSIG1	834	883	717	838
ANKRD20A5P	191	206	87	153
MYT1L	2	1	2	2
C5orf38	31	54	44	55
ZNF396	67	46	27	19
TMEM222	81	81	116	96
OR9I2P	0	0	0	0
OR9Q1	0	1	0	0
CLCNKA	0	2	0	1
OR9Q2	0	0	0	0
ARHGAP30	0	1	1	0
10-Sep	169	195	167	213
FAM86B1	27	14	40	51
CYP4F8	1	1	0	3
CYP4F3	3	4	6	7
	0	1	1	0
SMYD4	98	71	101	105
CROCCP5	0	0	0	0
DEFB105A	0	0	0	0
FOXD2	3	0	1	1
GPATCH8	194	220	241	268
CEACAM19	4	5	2	5
DEFB107A	0	0	0	0
NF2	634	566	767	853
SMIM29	95	90	68	78
DEFB106A	0	0	0	0
SPATC1	0	0	0	0
UBE2H	687	673	414	536
MIR22HG	17	16	13	20
DEFB105B	0	0	0	0
HPDL	67	59	275	302
KTN1-AS1	10	20	23	22
KATNA1	75	63	48	83
FSD2	0	2	2	0
ARAP1	370	388	400	567
KIF24	56	45	51	78
PDE2A	0	0	2	0
SPDYE17	0	0	0	0
CARMIL3	1	2	9	5
PRG2	0	0	0	0
PRR5	25	32	65	91
ZFP91	460	479	444	583
C17orf58	174	166	80	117
BCDIN3D	69	68	56	73
MAGEE2	0	0	0	0
EEF1GP1	13	8	13	9
AL590240.1	0	0	0	0
CYP27C1	1	2	0	1
LYRM7	85	78	99	86
DTX2P1	3	9	3	4
CFAP73	2	5	0	2
CCDC73	0	0	0	0
MST1L	0	2	0	2
BCR	401	411	501	620
OR10H1	0	0	0	0
MPPED1	0	0	0	0
TPI1P3	0	1	0	0
FSCN2	3	4	4	3
FOXI2	0	0	0	0
SPIN4	175	178	178	266
ZNF732	40	38	58	90
SPIN2B	34	45	45	43
SPATA31D3	0	0	0	0
FOXE3	0	0	0	0
HYAL3	9	5	4	7
KCNK18	0	0	0	0
IFNA10	0	0	0	0
VSIG10L	15	12	13	15
	0	0	0	0
CXCR3	0	0	0	0
ZNF397	198	229	163	199
ZSCAN30	62	67	34	37
TPCN1	127	122	241	312
LILRB4	0	0	0	0
C2orf27B	0	0	0	0
TNFRSF4	0	0	0	0
KRT17P2	0	0	0	0
KRT16	0	0	0	0
HEXIM1	293	335	175	249
SELENOV	0	0	0	0
LINC00846	1	1	1	0
LCE1A	0	0	0	0
KRT14	0	0	0	0
TRABD2A	0	2	1	2
KRTAP17-1	0	0	0	0
PDZD7	7	2	3	1
POFUT2	188	198	156	192
QRFPR	0	0	0	0
MAPT	88	105	276	343
ERCC6L	110	127	132	187
OR13F1	0	0	0	0
AP006437.1	0	0	0	0
TMEM17	3	0	4	6
TNFRSF18	1	11	4	9
FGF3	0	0	0	0
C1QL4	0	0	0	1
RTN4RL2	2	2	4	9
ZDHHC17	172	186	118	116
SERPINA11	0	0	0	0
P2RY4	0	0	0	0
ZNF395	228	255	223	266
ZACN	0	0	1	0
KRTAP22-1	0	0	0	0
KRTAP19-6	0	0	0	0
KRTAP6-2	0	0	0	0
CHCHD2P9	0	0	0	0
OR13C8	0	0	0	0
PPARA	276	251	187	254
TMEM232	15	14	8	8
LINC01551	0	0	0	0
KRTAP19-2	0	0	0	0
KRTAP19-4	0	0	0	0
KRTAP15-1	0	0	0	0
KRTAP13-4	0	0	0	0
FAM183A	0	4	2	1
EFCAB6	28	16	18	23
KRTAP19-5	0	0	0	0
KRTAP23-1	0	0	0	0
KANK3	1	2	1	3
EMID1	44	53	36	47
ACTL7A	0	0	0	0
KRTAP21-1	0	0	0	0
	0	0	0	0
RHD	2	0	1	2
LINC00207	0	0	0	0
C17orf82	65	78	62	41
ESPN	133	120	122	126
PNLIPRP1	2	1	3	3
PTRH1	19	25	40	47
KRTAP21-2	0	0	0	0
SAMD7	0	0	0	0
GPR141	1	0	0	0
TMPRSS6	10	9	1	6
CYP4A11	0	0	0	0
TMEM216	58	57	80	84
RPS19BP1	212	230	235	310
TMPRSS11A	0	0	0	0
	0	0	0	0
TMEM262	0	0	0	1
C3orf70	49	53	35	24
TEAD1	165	171	245	287
OR2AK2	0	0	0	0
DEFB106B	0	0	0	0
PLCD1	83	86	53	66
CCK	0	0	0	0
ENTPD5	716	723	461	545
MITF	11	11	36	35
FUNDC2P3	0	0	0	0
HEATR4	3	3	1	0
NAP1L1	1044	1001	956	1252
LILRA5	0	2	3	1
CMC1	62	49	70	78
SLIT1	1	3	4	0
LYPD6	329	294	710	737
AKR1C1	3	0	1	5
